",Invoice,8/26/2020,INV19376,Adapter - 90 degree male to female HDMI,50.00,$0.00 ,$0.00 ,WA,Juanita High School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/21/2020,INV19424,AE Mini Classroom System (KIT) SP-9104: CS-12 (4) Ceiling Speaker Kit (1 each)  XD-9001: XD Receiver with 3' Cat6 Kit (1 each)  XD-9025: Micropho	ne XD	Teardrop	Mic	Kit	(1	each)	AM	-9	004: CA-	30	Am	pli	fi	er	&	Po	wer Su	pp	ly Onl	y	Kit (1 eac	h)  X	D-9	050:	Mic	ro	pho	ne X	D	Handheld	Mi	c	Ki	t (1	ea	ch)	""","1.0""	""0","$1""	""","145""	0	0	""""""","$""	""1","	14	5	0	""",WA,"Ju""	anita	H	igh	Sch	ool												",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,8/26/2020,INV19375,Installation of Large format display in specified locations. ACT will pick up and deliver LFD and Novo DS to site. ACT will mount customer provid	ed wal	l mount a	nd L	FD.	AC	T will	co	nn	ect netw	ork	c	abl	e	to	No	vo	DS fo	r	digita	l	signage at	each	LF	D. A	CT w	il	l p	erfo	rm	initial	se	t	up	of e	ac	h L	""FD.","	1.00","	$375 	0	0	","$37""	5	0	""","W""	""A","	Juanita	High	S	cho	ol													
",Invoice,6/30/20,INV19271,Juanita High - ACT will remove Activboards, Front Row amps, mics, keyboards," phones and projectors from  portables. All hardware  will go the th""	e Anne	x buildin	g in	th	e w	arehou	se	ex	cept wha	t i	s	ide	nt	if	ied	t	o go t	o	the ne	w	building.	Act w	ill	tak	e th	e	Act	ivbo	ar	ds to th	e r	ec	yc	ling.	W	e w	ill	pull	spea	ke	r	wire	s	ba	ck	to	be abl	e to	se	par	ate	port	able	for	mo	ving	"".""""","2""	5	""","$325.""	0	""","""	$8","1""	25	""0 """"",WA,"Juanita High School""",,,,,,,,,,,,,,,,,,,,,,,
",Invoice,2/6/2020,INV19046,""Room 114 - Take down Smart panel, cables and mount. Relocate to opposite end of classroom. Re configure speaker wires to the other end of space.	Move t	ech hardw	are	to	new	Panel	lo	ca	tion. Re	#NAME?	e	cab	le	s	for	S	mart p	an	el. Sp	ea	kers will	stay	in	same	loc	at	ion	""s.""""","	1	00","$875.""	0	""","$""	87	5	""","W""	""A","J""	uani	ta Hi	gh S	ch	oo	l																						",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,8/26/2020,INV19375,""Set up teacher tech footprint in rooms 111, 220, 211, 214, 374, 375, 376, 378, 302, 303,, 314, 311 and 320."",1.00,$900.00 ,$900.00 ,WA,Juanita H	igh Sc	hool																																																														",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,1/16/2020,INV18992,Vivitek Novo DS,1.00,$429.00 ,$429.00 ,WA,Kamiakin Middle School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,12/21/2020,INV19609,LU Mobile Transport Case (2),1.00,""$1,950.00 "",""$1,950.00 "",WA,Kent Parks & Recreation																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,12/21/2020,INV19609,""LU Mobile turn-key system for: One interactive video wall, light and sound system"",1.00,""$25,000.00 "",""$25,000.00 "",WA,Kent Parks & Recreation																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,12/21/2020,INV19609,LU Wheels for Mobile Unit,1.00,$400.00 ,$400.00 ,WA,Kent Parks & Recreation																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,12/21/2020,INV19609,Microphone Shure BLX14R kit with headset,1.00,$800.00 ,$800.00 ,WA,Kent Parks & Recreation																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/16/2020,INV19423,SMART Learning Suite Extended Software Maintenance - 11 month,""2,200.00"",$30.00 ,""$66,000.00 "",WA,Kent School District 415																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,2/17/2020,INV19066,SMART Meeting Pro,1.00,$229.00 ,$229.00 ,WA,Kidder Mathews																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,8/26/2020,INV19377,Install Smart panel and all tech footprint in portables. Re-install speaker wiring and connect in cart. Re connect all cabling and hardware. Test	syste	m to make	sur	e a	ll	parts	are	f	unctioni	""ng","	2	00","	""$""	""1","	225	0	0 """"","$""	""2","	450	""""	",WA,"Kirkla""	nd Ju	nio	r Hi	gh S	ch	ool																																					",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,8/26/2020,INV19377,Remove tech footprint from LWHS portables. Pull speaker wire back to mechanical closet to be able to separate portable. Take Smart panel and all	tech f	ootprint	to K	iMS	fo	r re-i	nst	al	""lation.","	2	0","	$32 	5	0	","$""	65	""0.00 ","	WA	","Kirkl""	an	d Junior H	igh S	cho	ol																																								",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/1/2020,INV19474,SMART Board® 6075S interactive display with iQ and SMART Learning Suite,2.00,""$3,700.00 "",""$7,400.00 "",WA,Kitsap Community Resources																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/1/2020,INV19474,""SMART Floor Stand Electric, FSE-410, UL certified"",1.00,$999.00 ,$999.00 ,WA,Kitsap Community Resources																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,4/9/2020,INV19158,Installation,1.00,""$4,000.00 "",""$4,000.00 "",WA,Knolls Vista Elementary School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,7/22/2020,INV19309,Installation,1.00,$0.00 ,$0.00 ,WA,Knolls Vista Elementary School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,4/9/2020,INV19158,""LU UNO turn-key system for: One interactive video wall, light and sound system"",1.00,""$16,500.00 "",""$16,500.00 "",WA,Knolls Vista Elementary Schoo	l																																																															",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,4/9/2020,INV19158,LU Wireless HDMI IOGEAR 1 port,1.00,$500.00 ,$500.00 ,WA,Knolls Vista Elementary School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,4/9/2020,INV19158,Microphone Shure BLX14R kit with headset,1.00,$625.00 ,$625.00 ,WA,Knolls Vista Elementary School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/10/2020,INV19410,""ACT to Remove 10 existing Cameras from Mauna Kea Bldg, and Transition Bldg. Install new Verkada Cameras in place of old cameras and label existi	ng IP	address o	n ea	ch	cam	era. S	ave	u	ndamaged	Ve	rk	ada	B	ox	es	an	d retu	rn	to Te	ch	room (Nat	han S	tri	nger	) Re	tu	rn	old	Ca	meras ba	ck	to	t	ech l	ab	as	wel	l.	Assu	mp	ti	ons:	T	ec	hs	wi	ll have	temp	or	ary	acc	ess	to L	ake	Ste	vens	Sch	ool	Distri	ct	Ve	rkad	a Co	""mmand. All equipment will be onsite", and all existing cables are live and working. Techs will have full access to complete work during normal business hours.   ACT will make effort to put new cameras in the same location as old cameras," but ACT is not responsible for painting and patching of holes.  ***NOT to Exceed***""""",10,$200.00 ,$2 ,"000.00 """"",WA,"Lake Stevens School District 4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/29/2020,INV19545,Verkada 5 Year License,13.00,$611.00 ,""$7,943.00 "",WA,Lake Stevens School District 4																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/29/2020,INV19545,Verkada 5 year Viewing Station License,1.00,""$1,528.65 "",""$1,528.65 "",WA,Lake Stevens School District 4																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/29/2020,INV19545,Verkada CD51 Indoor Camera. 5MP. Zoom Lens. 30 days of storage,2.00,$737.90 ,""$1,475.80 "",WA,Lake Stevens School District 4																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/29/2020,INV19545,Verkada CD61 Outdoor Camera. 4K. Zoom Lens. 30 days of storage,9.00,""$1,181.08 "",""$10,629.72 "",WA,Lake Stevens School District 4																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/29/2020,INV19545,Verkada Indoor/Outdoor Fisheye Camera. 12MP. Fixed Lens. 30 days of storage,2.00,""$1,402.70 "",""$2,805.40 "",WA,Lake Stevens School District 4																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/29/2020,INV19545,Verkada Viewing Station Hardware,1.00,""$1,528.65 "",""$1,528.65 "",WA,Lake Stevens School District 4																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/28/2020,INV19462,ACT Installation of Flat Panel Display on fixed TV Wall mount. NO Cables or Power are provided in this installation. Power to be provided by dist	""rict.","	4.00","$437""	0.5	""","$""	""1","7""	50	""""""","W""	""A","	Lake Ste	ven	s	Sen	io	r	Hig	h	School																																															
",Invoice,9/28/20,INV19462,"Installation of Qty. 2 CAT 6 Plenum Cables from Closest IDF to New printer location. ACT will fish walls and place 2 gang jack in wall at standa""	rd out	let heigh	t. T	est	"""," l""	abel a	nd	te	rminate	in	ID	F.	*	*D	ist	ri	ct to	id	entify	w	here cable	s are	to	be	term	in	ate	d in	I	""DF***""""","1""	0	""","$""	50	0	""","$""	500	0	""",WA,"L""	ake	St	ev	ens	Se	ni	or	Hi	gh Scho	ol																",,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/28/2020,INV19462,""Wbox Tech 65"""" LED 4k TV. High-quality LED TV with LED backlight panel. ATSC/NTSC digital-analog integrated tuner. HDMI 2.0, supports signal in	of 260	p@60Hz ma	x. H	DMI	4	suppor	ts	MH	L featur	e.	In	put	s	po	rts	i	nclude	V	""GA"," YP""	bP	r (compone	""nt)","	HDM	I (4	)"," A""	""V","	Co	mpos	it	e"," USB.""	Out	pu	t	ports	i	ncl	ude	earph	one	an	d	coax	ia	l-	OUT	"".""""""	""",4,"$""	649	0	""","$""	""2","59""	6	""""""","W""	""A","La""	ke	Stev	ens	Seni	or Hig	h S	ch	ool		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,1/20/2020,INV18997,ACT exchange program (Special),61.00,$10.00 ,$610.00 ,WA,Lake Washington High School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/13/2020,INV19507,""ACT will deliver and install the Smart panel, classroom sound system with ceiling speakers, phone, docking station, wireless keyboard and mouse	"""," docu""	ment came	ra a	nd	scr	een be	am	in	the new	cl	as	sro	om	s.	We	w	ill in	st	all th	e	new cablin	g to	con	nect	the	S	mar	t pa	ne	l from t	he	au	di	o sys	te	""m","	dock	ing s	tati	on	a	nd d	oc	um	ent	c	amera.	We	wi	ll	docu	ment	all	ass	et	tags	for	the	prese	nta	ti	on e	quip	ment. We will document the Mac address", room number and the wall plate port number  for the phone.   ACT will update the Smart panels," connect them to the network and commission the system.  Cables included to complete the install:  (1) 25' HDMI cable (panel to document camera) (1) 15' DisplayPort to HDMI from panel to docking station (1) 25' 3.5 stereo cable (audio system to dock) (1) 6' 3.5 stereo cable (panel to audio system) (1) 16' USB cable (panel to dock) (1) surge protector with 10' cord (2) 25' cat 6 (panel to network and dock to network) (1) 6' HDMI (screen beam to panel) (2) 1 hole plates. One for behind panel and one for teaching location  ACT will dispose of trash off site.""""",23,$1 ,"625.00 """"",$37 ,"375.00 """"",WA,"Lake Washington High School""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/13/2020,INV19507,""ACT will deliver and set up new CPU, monitor, keyboard, mouse and switches for 32 station computer lab. We will Install switch on top of table	and co	nnect eac	h of	4	wor	k stat	ion	s	to it fo	r n	et	wor	k.	W	e w	il	l turn	o	n each	w	ork statio	n to	ver	ify	moni	to	r a	nd P	C	is worki	ng	pr	op	erly.		Di	stri	ct is	res	po	ns	ible	f	or	im	ag	ing eac	h CPU	"".""""""	""","1.""	""00","""	$1","1""	25	""0 """"","	""$1""	""","125""	0	""""""","WA""	""","Lake""	Was	hi	ngto	n Hi	gh School",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,1/20/2020,INV18998,Adapter - 90 degree male to female HDMI,70.00,$0.00 ,$0.00 ,WA,Lake Washington High School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/13/2020,INV19507,Installation of Large format display in specified locations. ACT will pick up and deliver LFD and Novo DS to site. ACT will mount customer provi	ded wa	ll mount	and	LFD	. A	CT wil	l c	on	nect net	wor	k	cab	le	t	o N	ov	o DS f	or	digit	al	signage a	t eac	h L	FD.	ACT	wi	ll	perf	or	m initia	l s	et	u	p of	ea	ch	LFD.	""","3.00""	""","$37""	5	0	""","$""	""1","	12	5	0	""",WA,"La""	ke Wa	sh	ing	ton	High	Sch	ool										",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,1/20/2020,INV18997,""Remove Activboard and projector. Install new Smart MX275 interactive panel where Activboard was placed. Install includes (2) 25' HDMI, (1) 25' 3	.5mm t	o RCA. AC	T wi	ll	con	nect t	he	pa	nel to t	he	do	cki	ng	s	tat	io	""n"," doc""	um	ent ca	me	ra and Fro	ntRow	am	plif	ier.	A	CT	will	c	onnect t	he	Ac	ti	onTec	h	to	the	panel	for	w	ir	eles	s	di	spl	ay	"".""""","61.0""	""0","$65""	0	0	""","$3""	""9","65""	0	""""""","W""	""A","L""	ake	Wash	ingt	on Hig	h S	ch	ool		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,4/21/2020,INV19168,""1 install cancelled at KiMS and added to EHS KiMS - Remove Activboard and projector. Install new Smart MX275 interactive panel where Activboard	was pl	aced. Ins	tall	in	clu	des (2	) 2	5'	""HDMI"," (""	1)	25	' 3	0.5	mm	to	R	CA. AC	T	will c	on	nect the p	anel	to	the	dock	in	g s	tati	on	"""," docume""	nt	ca	me	ra an	d	Fro	ntRo	w amp	lifi	er	.	ACT	wi	ll	co	nn	ect the	Acti	on	Tec	h to	the	pan	el f	or	wire	less	dis	""play.""""""	""","2.""	0	""","$65""	0	""",$1 ,"300.00 """"",WA,"Lake Washington School District 414""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,4/21/2020,INV19174,""1 install cancelled at RHMS and added to EHS RHMS - Remove Activboard and projector. Install new Smart MX275 interactive panel where Activboard	was pl	aced. Ins	tall	in	clu	des (2	) 2	5'	""HDMI"," (""	1)	25	' 3	0.5	mm	to	R	CA. AC	T	will c	on	nect the p	anel	to	the	dock	in	g s	tati	on	"""," docume""	nt	ca	me	ra an	d	Fro	ntRo	w amp	lifi	er	.	ACT	wi	ll	co	nn	ect the	Acti	on	Tec	h to	the	pan	el f	or	wire	less	dis	""play.""""""	""","1.""	0	""","$65""	0	""",$650.00 ,WA,"Lake Washington School District 414""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,4/23/2020,INV19178,ACT exchange program (special),196.00,$10.00 ,""$1,960.00 "",WA,Lake Washington School District 414																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,4/21/2020,INV19174,ACT Special Program,248.00,$10.00 ,""$2,480.00 "",WA,Lake Washington School District 414																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,6/30/2020,INV19276,ACT Special Program,70.00,$10.00 ,$700.00 ,WA,Lake Washington School District 414																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,6/30/2020,INV19277,ACT Special Program,55.00,$10.00 ,$550.00 ,WA,Lake Washington School District 414																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,2/6/2020,INV19038,""ActivPanel Mobile Stand - For use with current & previous versions of ActivPanel *   *only stand compatible with 65"""" panel."",2.00,$629.00 ,""$1,2	58	""""""",WA,"Lake""	Was	hin	gto	n Scho	ol	Di	strict 4	14																																																						",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,2/6/2020,INV19038,""ActivPanel Mobile Stand - For use with current & previous versions of ActivPanel *   *only stand compatible with 65"""" panel."",1.00,$629.00 ,$629.	""00 ","WA""	""","Lake Was""	hing	ton	Sc	hool D	ist	ri	ct 414																																																							",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,4/21/2020,INV19170,Adapter - 90 degree male to female HDMI,300.00,$0.00 ,$0.00 ,WA,Lake Washington School District 414																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,4/21/2020,INV19170,Adapter - 90 degree male to female HDMI,50.00,$0.00 ,$0.00 ,WA,Lake Washington School District 414																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,7/22/2020,INV19310,Adapter - 90 degree male to female HDMI,130.00,$0.00 ,$0.00 ,WA,Lake Washington School District 414																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,5/28/2020,INV19222,""AE Mini Classroom System  Includes 4 ceiling speakers,  Hand held microphone pendant microphone"",76.00,""$1,145.00 "",""$87,020.00 "",WA,Lake Washin	gton S	chool Dis	tric	t 4	14																																																											",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,6/30/2020,INV19276,""EAS - Remove Activboard and projector. Install new Smart MX275 interactive panel where Activboard was placed. Install includes (1) 25' HDMI, (1)	15' H	DMI to Di	spla	yPo	""rt","	(1) 2	5'	3	5mm to R	CA.	A	CT	wi	ll	co	nn	ect th	e	panel	to	the docki	ng st	ati	on","	docu	me	nt	came	ra	and Fro	ntR	ow	a	mplif	ie	r.	ACT	will	conn	ec	t	the	Ac	ti	onT	ec	h to th	e pan	el	fo	r wi	rele	ss d	ispl	ay.	""","13""	"".00","	$650 	.00 ","""	$8","	45	0	""","W""	""A","Lake Washington School District 414""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,4/21/2020,INV19172,EHS - 2 additional installs for EHS,2.00,$650.00 ,""$1,300.00 "",WA,Lake Washington School District 414																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,4/21/2020,INV19172,""EHS - Remove Activboard and projector. Install new Smart MX275 interactive panel where Activboard was placed. Install includes (2) 25' HDMI, (1)	25' 3	.5mm to R	CA.	ACT	wi	ll con	nec	t	the pane	l t	o	the	d	oc	kin	g	statio	""n","	docum	en	t camera a	nd Fr	ont	Row	ampl	if	ier	. AC	T	will con	nec	t	th	e Act	io	nTe	ch t	o the	pan	el	f	or w	ir	el	ess	d	isplay.	""","91.""	0	""","$6""	50	""0 ","""	$59","	150	0	""","WA""	""","Lak""	e Wa	shingt	on	Sc	hool	Dis	trict 414",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,6/30/2020,INV19276,""Emerson High - Remove Activboard and projector. Install new Smart MX275 interactive panel where Activboard was placed. Install includes (1) 25'	""HDMI","	(1) 15' H	DMI	to	Dis	playPo	rt","	(	1) 25' 3	.5m	m	to	RC	A.	AC	T	will c	on	nect t	he	panel to	the d	ock	ing	stat	io	n","	docu	me	nt camer	a a	nd	F	rontR	ow	am	plif	ier.	ACT	wi	ll	con	ne	ct	th	e	ActionT	ech t	o	the	pan	el f	or w	irel	ess	dis	play	.""""","1""	""0.00","$""	650	0	""0 ","""	$6","5""	""00.00 """"",WA,"Lake Washington School District 414""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
